,0
own_goals_L1,0.02527268987766148
FIX3_oddsW_SAT,0.025255815221910668
FIX3_max_team_pts_concession_pos_L3,0.025219634113855333
FIX6_oddsW_SAT,0.02417013186939565
FIX2_max_team_pts_concession_pos_L6,0.02405783804025396
FIX2_STa_SAT,0.023949261727818853
FIX5_Ff_L1,0.023905072230061577
FIX4_STa_SAT,0.02375867016421298
FIX3_Sa_L1,0.023624474964098727
FIX2_Fa_L6,0.023601338757492523
FIX2_STa_L1,0.0235864556015222
FIX4_num_opponents,0.023494629020378865
FIX5_max_team_pts_concession_pos_L2,0.02332895213599254
FIX3_Ff_L2,0.02328422159651535
FIX6_Ca_L1,0.02320322245971857
FIX2_avg_team_pts_concession_pos_L2,0.022945781419645872
FIX5_Ca_L1,0.02284948583715764
FIX6_max_team_pts_concession_pos_SAT,0.022747971971264252
FIX3_STa_L6,0.0227050308725715
penalties_saved_L1,0.022482873959481862
penalties_missed_L1,0.0224828739594818
FIX3_avg_team_pts_concession_pos_SAT,0.022353877302286433
FIX5_Ff_L6,0.02216497764715959
FIX3_Ff_L1,0.022147314557760873
FIX4_max_team_pts_concession_pos_L3,0.022097775206829578
FIX5_oddsW_SAT,0.02184362290967316
is_pos_3,0.02179989969481881
FIX6_STa_L1,0.021656596419358375
FIX2_oddsW_L6,0.021608770136641545
FIX3_STa_L3,0.021481568720976528
FIX5_STa_SAT,0.021343239199712555
FIX5_max_team_pts_concession_pos_SAT,0.021143712893792837
FIX4_Ff_L3,0.020857102586475468
FIX2_oddsW_L3,0.020856911298643102
FIX6_oddsW_L6,0.020809707208529045
is_pos_4,0.020808576384946043
FIX6_STa_SAT,0.02079610084070336
FIX4_FTga_L3,0.02066120116106477
FIX6_Sa_L1,0.020311618088745233
FIX6_oddsW_L2,0.019999173432067006
FIX6_STa_L6,0.01981516407084397
FIX2_Ff_L6,0.019472004854936824
FIX4_max_team_pts_concession_pos_SAT,0.019345524680710952
FIX2_oddsW_L2,0.019120126238222054
FIX6_max_team_pts_concession_pos_L6,0.019069234172621363
FIX2_Fa_L3,0.018928935229498487
FIX3_Ff_L6,0.018911072619353087
FIX3_avg_team_pts_concession_pos_L2,0.018896940410296104
FIX5_Ff_L3,0.018823530130653788
FIX6_max_team_pts_concession_pos_L2,0.018561888363911174
FIX5_max_team_pts_concession_pos_L6,0.018461944103674754
FIX4_max_team_pts_concession_pos_L2,0.018385372940216246
FIX6_oddsW_L3,0.018349620185168815
FIX3_STa_SAT,0.01828524507690052
FIX6_avg_team_pts_concession_pos_L1,0.01825909401063814
FIX3_FTga_L3,0.018187245521801322
FIX2_FTga_L3,0.01804187118170502
FIX2_FTga_SAT,0.017987793111920624
FIX5_oddsW_L6,0.01789637063039185
FIX4_oddsW_L1,0.017890187464280744
FIX3_max_team_pts_concession_pos_L6,0.01769945899469891
FIX4_oddsW_L6,0.017560571839392643
FIX3_oddsW_L6,0.017273273835325793
FIX4_FTga_L2,0.017224478519019832
FIX4_oddsW_L3,0.0171890890460403
days_rest,0.017100540744830615
FIX2_Ff_L3,0.01709334937487465
FIX6_oddsW_L1,0.016915959512284705
FIX4_oddsW_L2,0.016777350925627647
FIX5_oddsW_L2,0.016678569337488486
FIX3_oddsW_L3,0.016673610404162018
FIX5_avg_team_pts_concession_pos_L1,0.016673545665091462
FIX2_FTga_L2,0.016569546960242473
FIX5_oddsW_L1,0.01647465763571844
FIX1_days_rest,0.01614889965791384
FIX5_oddsW_L3,0.015972962802573452
FIX4_max_team_pts_concession_pos_L6,0.01564853660785232
FIX3_max_team_pts_concession_pos_SAT,0.015547271668913409
FIX5_FTga_L2,0.015520104041100519
FIX6_FTga_L2,0.015297769438683577
FIX3_FTga_L2,0.01515319258943764
FIX3_oddsW_L2,0.015004887655275315
FIX6_Ff_SAT,0.014507255393710542
FIX2_Sa_L1,0.014503939929611813
FIX6_max_team_pts_concession_pos_L1,0.01433418759963945
FIX4_avg_team_pts_concession_pos_L1,0.013922826575093245
FIX2_Ca_L1,0.013922149433000826
FIX5_FTga_L3,0.013771012066577515
FIX3_Ca_L1,0.013607923317837525
FIX2_max_team_pts_concession_pos_L2,0.013448249937325124
FIX3_Ff_L3,0.012983326914187238
FIX5_max_team_pts_concession_pos_L1,0.01295555902727437
FIX4_Fa_SAT,0.012759973136395441
FIX1_oddsD_SAT,0.012543242241714178
FIX5_Fa_SAT,0.012154242988329463
FIX3_max_team_pts_concession_pos_L2,0.011874206009984714
FIX6_FTga_L3,0.011604997417242644
FIX1_oddsD_SALOC,0.01130134667280892
FIX3_Fa_SAT,0.011191367825728162
FIX2_Fa_SAT,0.011077760025976555
FIX3_oddsW_L1,0.010572438461934851
FIX6_Fa_SAT,0.01052499005739949
FIX1_oddsD_L2,0.010357499444017934
FIX4_FTga_L1,0.009233132393610843
FIX2_FTga_L1,0.009111669739330211
FIX4_max_team_pts_concession_pos_L1,0.008211526778844642
FIX2_oddsW_L1,0.008128005962623055
FIX1_oddsD_L6,0.007881544333628778
FIX2_Ff_SAT,0.007605967332583702
FIX1_Cf_L1,0.007035150152497861
FIX3_FTga_L1,0.006520948344541596
FIX5_FTga_L1,0.005713123638324954
FIX1_Cf_SAT,0.00570121276240005
FIX2_FTga_L6,0.004798056429448578
FIX5_Ff_SAT,0.00465576185942965
day,0.004497673305088171
FIX3_avg_team_pts_concession_pos_L1,0.003783723922106161
FIX4_Ff_SAT,0.0030027423428304377
FIX2_max_team_pts_concession_pos_L1,0.0029092559727737608
FIX3_FTga_SAT,0.00271968816309181
FIX2_avg_team_pts_concession_pos_L1,0.0022264337453335994
FIX4_FTga_SAT,0.0021351257910726122
FIX1_oddsD_L1,0.002121331805137902
FIX1_oddsD_L3,0.0019000853897203217
FIX6_FTga_L1,0.0012180051322310391
FIX1_Sf_L1,0.0011852153204496316
FIX3_max_team_pts_concession_pos_L1,0.0011200956113552993
red_cards_L6,0.0007925620542630081
FIX1_Cf_L2,0.0007333900684086395
FIX1_Cf_L3,-0.00036280777576345763
FIX4_oddsD_L1,-0.001134645658374132
FIX3_Ff_SAT,-0.0012677124015735683
FIX6_FTga_SAT,-0.0018316214836227342
FIX5_oddsD_L1,-0.002445135415595359
FIX1_Cf_L6,-0.0025459365572616994
FIX3_FTga_L6,-0.0037550273197215754
FIX5_FTga_SAT,-0.0037873927356055293
FIX1_STf_L1,-0.00408932889088689
Fa_L3,-0.004136331013085196
FIX1_Sf_L2,-0.0053215991151076055
Fa_L6,-0.006090969252663062
FIX3_oddsD_L2,-0.006629897480001498
FIX4_FTga_L6,-0.0068137006649031185
FIX6_oddsD_L1,-0.00707408448485363
FIX1_Sf_L3,-0.007190885088599008
FIX3_oddsD_L1,-0.0072652110574054135
FIX6_oddsD_L2,-0.008366530525197221
Fa_L1,-0.008436009114513051
FIX2_Sf_L1,-0.008485753465368074
FIX6_Cf_L1,-0.008502793740036266
FIX5_oddsD_L2,-0.008571563338658108
FIX4_oddsD_L2,-0.009679894891058966
FIX2_Cf_L1,-0.01025847056287341
FIX2_STf_L1,-0.010474606435100647
FIX6_FTga_L6,-0.010927703677564007
Fa_L2,-0.011109273202786117
FIX1_Sf_L6,-0.011395535841817066
Ff_L1,-0.012030580009135641
FIX1_pts_L1,-0.013642101271667605
FIX2_FTgf_L1,-0.013718111589355236
FIX5_FTga_L6,-0.013883205432049595
FIX5_Cf_L1,-0.013995858061546015
Fa_SAT,-0.014046234585353663
FIX2_oddsD_L2,-0.014313293153943118
FIX1_STf_L2,-0.014370665668851847
FIX1_FTgf_L1,-0.014380570917622409
FIX3_FTgf_L1,-0.014412443101054481
FIX3_Sf_L1,-0.014447047283175113
FIX1_Sf_SAT,-0.014632843491285939
FIX2_pts_L1,-0.015025292210110062
FIX3_pts_L1,-0.015086883108494873
red_cards_L1,-0.015253588688406648
FIX6_Sf_L1,-0.015410809719927981
FIX3_STf_L1,-0.015683954805030473
is_pos_2,-0.016323630030891243
FIX1_Cf_SALOC,-0.016415717241295657
FIX4_Cf_L1,-0.016604120934562195
red_cards_L2,-0.016876724822568204
Sa_SALOC,-0.016933375722356196
FIX2_oddsD_L1,-0.016963107424321753
red_cards_L3,-0.017072477770856787
FIX3_oddsL_L2,-0.017214514121190013
FIX5_Sf_L1,-0.01748418635581326
FIX3_Cf_L1,-0.01813747385248637
FIX4_Sf_L1,-0.018405803423430976
FIX6_oddsD_L3,-0.018540083644059836
FIX3_oddsL_L1,-0.019130063311096443
FIX6_Sf_L2,-0.019256201611098263
FIX3_Sf_L2,-0.019692163022388725
STa_SALOC,-0.02017581366237764
oddsW_L1,-0.02037667657788554
FIX5_Cf_SAT,-0.02046433194685371
FIX3_oddsD_L3,-0.02046662848834708
FIX6_Cf_L3,-0.020515401839483017
FIX4_oddsL_L1,-0.020542946944052114
FIX2_Sf_L2,-0.02064747050458743
Ca_SALOC,-0.0207259113602245
FIX3_FTgf_L2,-0.02077473476558336
FIX5_oddsL_L1,-0.02083400283698097
FIX1_pts_L2,-0.021081066428388705
FIX5_oddsD_L3,-0.021097015956008894
FIX6_Cf_L2,-0.021356749981209226
FIX6_Cf_SAT,-0.0218485168967974
FIX4_oddsD_L3,-0.022262863607471636
team,-0.022979757760649863
FIX5_Sf_L2,-0.0229927599301941
FIX6_Sf_L3,-0.023177662718288108
FIX5_oddsL_L2,-0.023290121737919344
FIX4_oddsL_L2,-0.023333386805504994
FIX1_STf_L3,-0.02341096354286156
FIX5_pts_L1,-0.023607242789517636
FIX1_FTgf_L2,-0.023643869617459217
FIX2_oddsL_L1,-0.023887708939160816
FIX4_Sf_L2,-0.024607652205772063
FIX5_STf_L1,-0.025383533573952424
FIX5_FTgf_L1,-0.025410211974807296
FIX4_STf_L1,-0.02558479022079808
FIX4_Cf_SAT,-0.0255886035314002
FIX3_STf_L2,-0.026055860466474318
FIX6_oddsL_L1,-0.026108111621104633
FIX6_oddsL_L2,-0.02612886050749069
FIX1_STf_L6,-0.026246860061326135
FIX6_Cf_L6,-0.02678670407290828
FIX1_pts_L6,-0.02702038683256236
FIX1_pts_L3,-0.027112630421754894
FIX3_pts_L2,-0.02745942122784687
FIX3_oddsL_L3,-0.027548351225224834
FIX2_FTgf_L2,-0.02788344444470711
FIX2_Sf_L3,-0.028108048622970117
FIX5_Sf_L3,-0.028119552204477913
FIX2_oddsL_L2,-0.02841398723709003
FIX2_pts_L2,-0.028539329184503824
FIX5_Cf_L6,-0.028544307116595318
Ff_L3,-0.028630823154074204
FIX5_Cf_L3,-0.02873991472536883
FIX2_STf_L2,-0.028778370988146087
FIX3_Cf_SAT,-0.028828252156047725
FIX2_Cf_L2,-0.028977214173698692
FIX5_Sf_SAT,-0.02912365436037752
FIX1_Sf_SALOC,-0.02938289775385333
FIX5_Cf_L2,-0.02961631461703122
FIX6_oddsD_L6,-0.029619056761904253
FIX2_oddsD_L3,-0.02975971278976453
FIX3_Sf_L3,-0.029963479244678584
FIX6_FTgf_L1,-0.03013704390865836
FIX5_oddsL_L3,-0.03018484957079675
FIX6_pts_L1,-0.030197833119174382
FIX1_pts_SAT,-0.030438613006731875
FIX6_oddsL_L3,-0.03046571319687677
FIX3_pts_SAT,-0.030545529453519443
FIX3_Cf_L2,-0.030695239283583885
FTga_SALOC,-0.030723075531102085
FIX4_oddsL_L3,-0.03089149488266511
FIX4_pts_L1,-0.03131829473723429
FIX4_STf_L2,-0.03136863737475097
FIX4_FTgf_L1,-0.031378789067353266
FIX6_STf_L1,-0.031464803456662443
FIX2_Cf_SAT,-0.03149496089884912
FIX5_oddsD_L6,-0.03150549377888096
FIX4_FTgf_L2,-0.031571596213083995
FIX1_oddsL_L1,-0.03177574264128599
FIX4_Sf_L3,-0.03196314478375702
Sa_L1,-0.03208867761217643
FTga_L1,-0.03213035787755573
FIX3_Cf_L6,-0.03234870044601617
FIX6_Sf_L6,-0.03274908972727678
FIX1_STf_SAT,-0.03275958605451768
FIX3_pts_L6,-0.032856633008884244
Ff_L2,-0.033036274685723996
FIX2_Cf_L3,-0.03315080732051529
is_pos_1,-0.03327129143611296
FIX6_Sf_SAT,-0.03328178839504455
FIX3_oddsD_L6,-0.03338124066883081
FIX6_FTgf_L2,-0.033595373472678505
FIX3_Sf_SAT,-0.03370692366863844
Ca_L1,-0.03415147834949571
FIX5_Sf_L6,-0.0341529495135036
FIX6_pts_SAT,-0.03416981429656331
FIX3_oddsL_L6,-0.03426867783890161
FIX5_oddsL_L6,-0.034338955699840384
FIX3_Cf_L3,-0.034445092007083206
FIX6_pts_L6,-0.03460341999934726
FIX2_Sf_SAT,-0.03489812664278871
FIX5_FTgf_L2,-0.0349018905535475
FIX4_Sf_SAT,-0.03500212629055564
FIX1_pts_SALOC,-0.035118467150809386
FIX5_pts_L6,-0.035241685390129826
FIX4_oddsD_L6,-0.03548053589718922
FIX6_oddsL_L6,-0.03575070177968427
FIX5_pts_SAT,-0.035857750390421404
pts_goal,-0.036028592283082146
FIX2_Sf_L6,-0.03618196446879954
STa_L1,-0.036247616259964685
FIX5_STf_L2,-0.03645652921692773
FIX3_STf_SAT,-0.03654065037571672
FIX4_pts_L2,-0.03675758839283537
FIX4_oddsL_L6,-0.03680485915584505
